summary,impact,url,tag
,,http://humber.ca/makingaccessiblemedia/fr/index.html,<html><head><title>404 Not Found</title></head><body><h1>Not Found</h1><p>The requested URL /makingaccessiblemedia/fr/index.html was not found on this server.</p></body></html>
,,http://humber.ca/makingaccessiblemedia/modules/01/01.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/01/01.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/01/01.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/index.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/01/01.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/01/02.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/01/02.php,<html class="js loggedout js flexbox flexboxlegacy canvas canvastext webgl no-touch geolocation postmessage no-websqldatabase indexeddb hashchange history draganddrop websockets rgba hsla multiplebgs backgroundsize borderimage borderradius boxshadow textshadow opacity cssanimations csscolumns cssgradients no-cssreflections csstransforms csstransforms3d csstransitions fontface generatedcontent video audio localstorage sessionstorage webworkers no-applicationcache svg inlinesvg smil svgclippaths cors" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/01/03.php,<html lang="en">
